Reference_name,Ubump_inst,X_origin,Y_origin,Orientation,Port_name,Net_name
UBUMP,ma_ucie64b_rxdata[30],202.92,1189.34,R0,ma_ucie64b_rxdata[30],ma_ucie64b_rxdata[30]
UBUMP,ma_ucie64b_rxdata[36],266.56,1189.34,R0,ma_ucie64b_rxdata[36],ma_ucie64b_rxdata[36]
UBUMP,ma_ucie64b_rxdata[51],330.2,1189.34,R0,ma_ucie64b_rxdata[51],ma_ucie64b_rxdata[51]
UBUMP,ma_vss_43,43.82,1221.16,R0,vss,vss
UBUMP,ma_ucie64b_rxdata[13],107.46,1221.16,R0,ma_ucie64b_rxdata[13],ma_ucie64b_rxdata[13]
UBUMP,ma_ucie64b_rxdata[28],171.1,1221.16,R0,ma_ucie64b_rxdata[28],ma_ucie64b_rxdata[28]
UBUMP,ma_ucie64b_rxdata[34],234.74,1221.16,R0,ma_ucie64b_rxdata[34],ma_ucie64b_rxdata[34]
UBUMP,ma_ucie64b_rxdata[49],298.38,1221.16,R0,ma_ucie64b_rxdata[49],ma_ucie64b_rxdata[49]
UBUMP,ma_ucie64b_rxdataRD[3],362.02,1221.16,R0,ma_ucie64b_rxdataRD[3],ma_ucie64b_rxdataRD[3]
UBUMP,ma_gpio[2],12,1252.98,R0,ma_gpio[2],ma_gpio[2]
UBUMP,ma_ucie64b_rxdataRD[0],75.64,1252.98,R0,ma_ucie64b_rxdataRD[0],ma_ucie64b_rxdataRD[0]
UBUMP,ma_ucie64b_rxdata[14],139.28,1252.98,R0,ma_ucie64b_rxdata[14],ma_ucie64b_rxdata[14]
UBUMP,ma_ucie64b_rxdata[29],202.92,1252.98,R0,ma_ucie64b_rxdata[29],ma_ucie64b_rxdata[29]
UBUMP,ma_ucie64b_rxdata[35],266.56,1252.98,R0,ma_ucie64b_rxdata[35],ma_ucie64b_rxdata[35]
UBUMP,ma_ucie64b_rxdata[50],330.2,1252.98,R0,ma_ucie64b_rxdata[50],ma_ucie64b_rxdata[50]
UBUMP,ma_vccio_30,43.82,1284.8,R0,vccio,vccio
UBUMP,ma_ucie64b_txcksbRD,107.46,1284.8,R0,ma_ucie64b_txcksbRD,ma_ucie64b_txcksbRD
UBUMP,ma_ucie64b_txcksb,171.1,1284.8,R0,ma_ucie64b_txcksb,ma_ucie64b_txcksb
UBUMP,ma_vccio_31,234.74,1284.8,R0,vccio,vccio
UBUMP,ma_ucie64b_txdatasb,298.38,1284.8,R0,ma_ucie64b_txdatasb,ma_ucie64b_txdatasb
UBUMP,ma_ucie64b_txdatasbRD,362.02,1284.8,R0,ma_ucie64b_txdatasbRD,ma_ucie64b_txdatasbRD
UBUMP,ma_vddc_1,12,1316.62,R0,vddc,vddc
UBUMP,ma_ucie64b_rxdatasbRD,75.64,1316.62,R0,ma_ucie64b_rxdatasbRD,ma_ucie64b_rxdatasbRD
UBUMP,ma_ucie64b_rxdatasb,139.28,1316.62,R0,ma_ucie64b_rxdatasb,ma_ucie64b_rxdatasb
UBUMP,ma_vccio_32,202.92,1316.62,R0,vccio,vccio
UBUMP,ma_ucie64b_rxcksb,266.56,1316.62,R0,ma_ucie64b_rxcksb,ma_ucie64b_rxcksb
UBUMP,ma_ucie64b_rxcksbRD,330.2,1316.62,R0,ma_ucie64b_rxcksbRD,ma_ucie64b_rxcksbRD
UBUMP,ma_vccio_33,43.82,1348.44,R0,vccio,vccio
UBUMP,ma_vss_44,107.46,1348.44,R0,vss,vss
UBUMP,ma_vccio_34,171.1,1348.44,R0,vccio,vccio
UBUMP,ma_vccio_35,234.74,1348.44,R0,vccio,vccio
UBUMP,ma_vss_45,298.38,1348.44,R0,vss,vss
UBUMP,ma_vss_46,362.02,1348.44,R0,vss,vss
UBUMP,ma_gpio[4],12,1380.26,R0,ma_gpio[4],ma_gpio[4]
UBUMP,ma_vss_47,75.64,1380.26,R0,vss,vss
UBUMP,ma_vss_48,139.28,1380.26,R0,vss,vss
UBUMP,ma_vccio_36,202.92,1380.26,R0,vccio,vccio
UBUMP,ma_vccio_37,266.56,1380.26,R0,vccio,vccio
UBUMP,ma_vss_49,330.2,1380.26,R0,vss,vss
UBUMP,ma_vss_50,43.82,1412.08,R0,vss,vss
UBUMP,ma_vss_51,107.46,1412.08,R0,vss,vss
UBUMP,ma_vccio_38,171.1,1412.08,R0,vccio,vccio
UBUMP,ma_vccio_39,234.74,1412.08,R0,vccio,vccio
